Id,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Website,Exchange
1915,LAUR,"Laureate Education, Inc.",15.6,$3.5B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,NASDAQ
1916,LAWS,"Lawson Products, Inc.",36.19,$324.59M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,NASDAQ
1917,LAZY,"Lazydays Holdings, Inc.",5.13,$43.46M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,NASDAQ
1918,LCNB,LCNB Corporation,17.07,$227.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,NASDAQ
1919,LPTX,"LEAP THERAPEUTICS, INC.",1.52,$34.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,NASDAQ
1920,LEGH,Legacy Housing Corporation,13.09,$323.62M,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,NASDAQ
1921,LGCY,Legacy Reserves Inc.,0.13,$14.93M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,NASDAQ
1922,LTXB,"LegacyTexas Financial Group, Inc.",38.88,$1.9B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,NASDAQ
1923,INFR,Legg Mason Global Infrastructure ETF,31.43,$37.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr,NASDAQ
1924,LVHD,Legg Mason Low Volatility High Dividend ETF,32.12,$668.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd,NASDAQ
1925,SQLV,Legg Mason Small-Cap Quality Value ETF,25.2606,$3.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv,NASDAQ
1926,LACQ,Leisure Acquisition Corp.,10.13,$253.25M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,NASDAQ
1927,LACQU,Leisure Acquisition Corp.,10.45,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,NASDAQ
1928,LACQW,Leisure Acquisition Corp.,0.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,NASDAQ
1929,LMAT,"LeMaitre Vascular, Inc.",26.24,$516.17M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,NASDAQ
1930,TREE,"LendingTree, Inc.",394.47,$5.08B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,NASDAQ
1931,LEVL,"Level One Bancorp, Inc.",23.74,$184.01M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,NASDAQ
1932,LXRX,"Lexicon Pharmaceuticals, Inc.",5.9,$627M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,NASDAQ
1933,LX,LexinFintech Holdings Ltd.,10.9,$1.91B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,NASDAQ
1934,LFAC,LF Capital Acquistion Corp.,10.13,$196.59M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,NASDAQ
1935,LFACU,LF Capital Acquistion Corp.,10.48,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,NASDAQ
1936,LFACW,LF Capital Acquistion Corp.,0.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,NASDAQ
1937,LGIH,"LGI Homes, Inc.",72.21,$1.66B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,NASDAQ
1938,LHCG,LHC Group,116.51,$3.67B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,NASDAQ
1939,LLIT,Lianluo Smart Limited,1.41,$25.11M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,NASDAQ
1940,LBRDA,Liberty Broadband Corporation,100.96,$18.32B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,NASDAQ
1941,LBRDK,Liberty Broadband Corporation,101.52,$15.5B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,NASDAQ
1942,LEXEA,"Liberty Expedia Holdings, Inc.",45.55,$2.61B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,NASDAQ
1943,LEXEB,"Liberty Expedia Holdings, Inc.",42.56,$2.44B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,NASDAQ
1944,LBTYA,Liberty Global plc,26.66,$19.67B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,NASDAQ
1945,LBTYB,Liberty Global plc,24.8,$18.29B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,NASDAQ
1946,LBTYK,Liberty Global plc,25.86,$19.08B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,NASDAQ
1947,LILA,Liberty Latin America Ltd.,18.41,$895.59M,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,NASDAQ
1948,LILAK,Liberty Latin America Ltd.,18.6,$2.43B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,NASDAQ
1949,BATRA,Liberty Media Corporation,27.13,$1.38B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,NASDAQ
1950,BATRK,Liberty Media Corporation,27.14,$1.38B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,NASDAQ
1951,FWONA,Liberty Media Corporation,35.96,$8.31B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,NASDAQ
1952,FWONK,Liberty Media Corporation,37.4,$8.64B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,NASDAQ
1953,LSXMA,Liberty Media Corporation,36.78,$11.76B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,NASDAQ
1954,LSXMB,Liberty Media Corporation,36.11,$11.54B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,NASDAQ
1955,LSXMK,Liberty Media Corporation,36.99,$11.82B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,NASDAQ
1956,LTRPA,"Liberty TripAdvisor Holdings, Inc.",12.14,$911.43M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,NASDAQ
1957,LTRPB,"Liberty TripAdvisor Holdings, Inc.",12.4931,$937.94M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,NASDAQ
1958,LCUT,"Lifetime Brands, Inc.",8.74,$182.86M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,NASDAQ
1959,LFVN,Lifevantage Corporation,12.01,$172.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,NASDAQ
1960,LWAY,"Lifeway Foods, Inc.",2.61,$41.23M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,NASDAQ
1961,LGND,Ligand Pharmaceuticals Incorporated,111.38,$2.18B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,NASDAQ
1962,LTBR,Lightbridge Corporation,0.688,$25.09M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,NASDAQ
1963,LPTH,"LightPath Technologies, Inc.",0.9192,$23.73M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,NASDAQ
1964,LLEX,"Lilis Energy, Inc.",0.6856,$62.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,NASDAQ
1965,LMB,"Limbach Holdings, Inc.",8.64,$66.04M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,NASDAQ
1966,LLNW,"Limelight Networks, Inc.",2.78,$319.38M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,NASDAQ
1967,LMST,"Limestone Bancorp, Inc.",15.06,$112.36M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,NASDAQ
1968,LMNR,Limoneira Co,20.24,$359.72M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,NASDAQ
1969,LINC,Lincoln Educational Services Corporation,2.64,$66.62M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,NASDAQ
1970,LECO,"Lincoln Electric Holdings, Inc.",75.74,$4.76B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,NASDAQ
1971,LIND,Lindblad Expeditions Holdings Inc. ,17.65,$808.51M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,NASDAQ
1972,LINDW,Lindblad Expeditions Holdings Inc. ,6.74,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,NASDAQ
1973,LPCN,Lipocine Inc.,1.75,$37.76M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,NASDAQ
1974,LIQT,"LiqTech International, Inc.",9.11,$186.93M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt,NASDAQ
1975,YVR,Liquid Media Group Ltd.,1.84,$7.59M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,NASDAQ
1976,LQDA,"Liquidia Technologies, Inc.",8.68,$161.82M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda,NASDAQ
1977,LQDT,"Liquidity Services, Inc.",5.62,$188.25M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,NASDAQ
1978,LFUS,"Littelfuse, Inc.",168.51,$4.17B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,NASDAQ
1979,LIVN,LivaNova PLC,72.51,$3.5B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,NASDAQ
1980,LOB,"Live Oak Bancshares, Inc.",16.91,$679.51M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob,NASDAQ
1981,LIVE,Live Ventures Incorporated,7.17,$13.64M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,NASDAQ
1982,LPSN,"LivePerson, Inc.",27.27,$1.77B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,NASDAQ
1983,LIVX,"LiveXLive Media, Inc.",3.73,$194.99M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx,NASDAQ
1984,LKQ,LKQ Corporation,26.17,$8.22B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,NASDAQ
1985,LMFA,"LM Funding America, Inc.",1.269,$3.93M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa,NASDAQ
1986,LMFAW,"LM Funding America, Inc.",0.0196,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw,NASDAQ
1987,LOGC,"LogicBio Therapeutics, Inc.",13.93,$313.35M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,NASDAQ
1988,LOGI,Logitech International S.A.,36.99,$6.16B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,NASDAQ
1989,LOGM,"LogMein, Inc.",69.92,$3.48B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,NASDAQ
1990,CNCR,Loncar Cancer Immunotherapy ETF,20.5603,$38.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr,NASDAQ
1991,CHNA,Loncar China BioPharma ETF,21.2583,$3.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna,NASDAQ
1992,LONE,Lonestar Resources US Inc.,2.49,$62.08M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone,NASDAQ
1993,LOAC,Longevity Acquisition Corporation,10.13,$53.39M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac,NASDAQ
1994,LOACR,Longevity Acquisition Corporation,0.2,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr,NASDAQ
1995,LOACU,Longevity Acquisition Corporation,10.32,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu,NASDAQ
1996,LOACW,Longevity Acquisition Corporation,0.1657,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw,NASDAQ
1997,LOOP,"Loop Industries, Inc.",8.32,$324.22M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop,NASDAQ
1998,LORL,"Loral Space and Communications, Inc.",34.79,$1.08B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,NASDAQ
1999,LPLA,LPL Financial Holdings Inc.,82.6,$6.89B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,NASDAQ
2000,LRAD,LRAD Corporation,3.26,$106.19M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad,NASDAQ
2001,LYTS,LSI Industries Inc.,3.6,$93.38M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts,NASDAQ
2002,LK,Luckin Coffee Inc.,21.17,$4.98B,2019,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lk,NASDAQ
2003,LULU,lululemon athletica inc.,183.34,$23.88B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,NASDAQ
2004,LITE,Lumentum Holdings Inc.,47.77,$3.65B,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite,NASDAQ
2005,LMNX,Luminex Corporation,21.26,$956.22M,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx,NASDAQ
2006,LUNA,Luna Innovations Incorporated,4.14,$116.53M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna,NASDAQ
2007,LKCO,Luokung Technology Corp,6.05,$1.21B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco,NASDAQ
2008,LBC,Luther Burbank Corporation,10.43,$587.39M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc,NASDAQ
2009,LYFT,"Lyft, Inc.",63.6,$18.48B,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft,NASDAQ
2010,MBTF,M B T Financial Corp,9.78,$225.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf,NASDAQ
2011,MCBC,Macatawa Bank Corporation,10.26,$349.29M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc,NASDAQ
2012,MFNC,Mackinac Financial Corporation,15.98,$171.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc,NASDAQ
2013,MTSI,"MACOM Technology Solutions Holdings, Inc.",14.42,$947.4M,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,NASDAQ
2014,MGNX,"MacroGenics, Inc.",16.06,$783.82M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx,NASDAQ
2015,MDGL,"Madrigal Pharmaceuticals, Inc.",100.68,$1.55B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl,NASDAQ
2016,MAGS,Magal Security Systems Ltd.,4.52,$104.61M,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags,NASDAQ
2017,MGLN,"Magellan Health, Inc.",66.04,$1.59B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln,NASDAQ
2018,MGTA,"Magenta Therapeutics, Inc.",13.67,$537.16M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta,NASDAQ
2019,MGIC,Magic Software Enterprises Ltd.,8.35,$408.24M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,NASDAQ
2020,MGYR,"Magyar Bancorp, Inc.",12.1,$70.43M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr,NASDAQ
2021,MHLD,"Maiden Holdings, Ltd.",0.83,$68.92M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld,NASDAQ
2022,MNSB,"MainStreet Bancshares, Inc.",24,$198.01M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mnsb,NASDAQ
2023,MJCO,Majesco,7.73,$331.74M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco,NASDAQ
2024,MMYT,MakeMyTrip Limited,25.69,$1.52B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt,NASDAQ
2025,MBUU,"Malibu Boats, Inc.",36.5,$761.07M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu,NASDAQ
2026,MLVF,"Malvern Bancorp, Inc.",20.74,$161.44M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf,NASDAQ
2027,MAMS,"MAM Software Group, Inc.",9.45,$119.21M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams,NASDAQ
2028,TUSK,"Mammoth Energy Services, Inc.",6.13,$275.09M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk,NASDAQ
2029,MANH,"Manhattan Associates, Inc.",68.5,$4.42B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh,NASDAQ
2030,LOAN,"Manhattan Bridge Capital, Inc",6.15,$59.41M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan,NASDAQ
2031,MNTX,"Manitex International, Inc.",5.39,$106.09M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx,NASDAQ
2032,MTEX,"Mannatech, Incorporated",16.683,$39.96M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex,NASDAQ
2033,MNKD,MannKind Corporation,1.23,$230.97M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd,NASDAQ
2034,MANT,ManTech International Corporation,63.77,$1.7B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant,NASDAQ
2035,MARA,"Marathon Patent Group, Inc.",2.22,$14.18M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara,NASDAQ
2036,MCHX,"Marchex, Inc.",4.28,$181.28M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx,NASDAQ
2037,MRIN,Marin Software Incorporated,2.46,$14.78M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin,NASDAQ
2038,MARPS,Marine Petroleum Trust,2.23,$4.46M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps,NASDAQ
2039,MRNS,"Marinus Pharmaceuticals, Inc.",4.43,$232.82M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns,NASDAQ
2040,MRKR,"Marker Therapeutics, Inc.",6.15,$279.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr,NASDAQ
2041,MKTX,"MarketAxess Holdings, Inc.",318.5,$12.01B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx,NASDAQ
2042,MRLN,Marlin Business Services Corp.,23.64,$291.93M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln,NASDAQ
2043,MAR,Marriott International,132.85,$44.24B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar,NASDAQ
2044,MBII,"Marrone Bio Innovations, Inc.",1.42,$157.23M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii,NASDAQ
2045,MRTN,"Marten Transport, Ltd.",18.18,$992.81M,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn,NASDAQ
2046,MMLP,Martin Midstream Partners L.P.,6.67,$260.46M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp,NASDAQ
2047,MRVL,Marvell Technology Group Ltd.,23.72,$15.68B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,NASDAQ
2048,MASI,Masimo Corporation,141.86,$7.57B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi,NASDAQ
2049,MCFT,"MasterCraft Boat Holdings, Inc.",20.3,$380.1M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft,NASDAQ
2050,MTCH,"Match Group, Inc.",72.53,$20.39B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,NASDAQ
2051,MTLS,Materialise NV,16.26,$860M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls,NASDAQ
2052,MTRX,Matrix Service Company,19.44,$521.13M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx,NASDAQ
2053,MAT,"Mattel, Inc.",11.75,$4.06B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat,NASDAQ
2054,MATW,Matthews International Corporation,36.79,$1.17B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw,NASDAQ
2055,MXIM,"Maxim Integrated Products, Inc.",55.74,$15.18B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim,NASDAQ
2056,MGRC,McGrath RentCorp,59.96,$1.45B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc,NASDAQ
2057,MDCA,MDC Partners Inc.,2.85,$204.92M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca,NASDAQ
2058,MDJH,MDJM LTD,2.68,$31.15M,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh,NASDAQ
2059,MDRR,"Medalist Diversified REIT, Inc.",4.75,$21.31M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr,NASDAQ
2060,MFIN,Medallion Financial Corp.,6.75,$166.05M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin,NASDAQ
2061,MFINL,Medallion Financial Corp.,26.34,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl,NASDAQ
2062,MNOV,"MediciNova, Inc.",9.52,$409.94M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov,NASDAQ
2063,MDSO,"Medidata Solutions, Inc.",91.28,$5.69B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso,NASDAQ
2064,MDGS,Medigus Ltd.,2.41,$9.15M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs,NASDAQ
2065,MDGSW,Medigus Ltd.,0.5297,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw,NASDAQ
2066,MDWD,MediWound Ltd.,3.74,$101.65M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd,NASDAQ
2067,MEDP,"Medpace Holdings, Inc.",56.92,$2.03B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp,NASDAQ
2068,MEIP,"MEI Pharma, Inc.",2.48,$176.8M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip,NASDAQ
2069,MGTX,MeiraGTx Holdings plc,20.73,$691.19M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx,NASDAQ
2070,MLCO,Melco Resorts & Entertainment Limited,19.89,$9.15B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco,NASDAQ
2071,MLNT,"Melinta Therapeutics, Inc.",1.99,$23.44M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt,NASDAQ
2072,MLNX,"Mellanox Technologies, Ltd.",109.75,$5.99B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx,NASDAQ
2073,MELR,"Melrose Bancorp, Inc.",18.32,$44.7M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr,NASDAQ
2074,MNLO,Menlo Therapeutics Inc.,6.32,$151.27M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo,NASDAQ
2075,MTSL,MER Telemanagement Solutions Ltd.,1.0159,$3.35M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl,NASDAQ
2076,MELI,"MercadoLibre, Inc.",618.85,$30.52B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli,NASDAQ
2077,MBWM,Mercantile Bank Corporation,31.77,$521.76M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm,NASDAQ
2078,MERC,Mercer International Inc.,15.28,$995.81M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc,NASDAQ
2079,MBIN,Merchants Bancorp,16.23,$465.87M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin,NASDAQ
2080,MBINP,Merchants Bancorp,26.8665,$53.73M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbinp,NASDAQ
2081,MRCY,Mercury Systems Inc,67.5,$3.74B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy,NASDAQ
2082,MREO,Mereo BioPharma Group plc,3.1704,$78.57M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mreo,NASDAQ
2083,EBSB,"Meridian Bancorp, Inc.",17.7,$947.7M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb,NASDAQ
2084,VIVO,Meridian Bioscience Inc.,11.71,$499.18M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo,NASDAQ
2085,MRBK,Meridian Corporation,16.77,$107.45M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk,NASDAQ
2086,MMSI,"Merit Medical Systems, Inc.",59.1,$3.25B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi,NASDAQ
2087,MACK,"Merrimack Pharmaceuticals, Inc.",5.65,$75.39M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack,NASDAQ
2088,MRSN,"Mersana Therapeutics, Inc.",3.92,$187.05M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn,NASDAQ
2089,MRUS,Merus N.V.,13.26,$310.01M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus,NASDAQ
2090,MESA,"Mesa Air Group, Inc.",10.6,$305.13M,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa,NASDAQ
2091,MLAB,"Mesa Laboratories, Inc.",214.26,$835.85M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab,NASDAQ
2092,MESO,Mesoblast Limited,4.9327,$488.46M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso,NASDAQ
2093,CASH,"Meta Financial Group, Inc.",28.35,$1.12B,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash,NASDAQ
2094,MEOH,Methanex Corporation,44.88,$3.47B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh,NASDAQ
