Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
MGEE,MGE Energy Inc.,70.49,$2.44B,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee,NASDAQ
MGPI,"MGP Ingredients, Inc.",61.25,$1.04B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi,NASDAQ
MBOT,Microbot Medical Inc. ,4.72,$20.33M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot,NASDAQ
MCHP,Microchip Technology Incorporated,81.23,$19.33B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp,NASDAQ
MU,"Micron Technology, Inc.",32.43,$35.89B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu,NASDAQ
MSFT,Microsoft Corporation,132.85,$1018.01B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft,NASDAQ
MSTR,MicroStrategy Incorporated,141.25,$1.45B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr,NASDAQ
MVIS,"Microvision, Inc.",0.8402,$86.98M,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis,NASDAQ
MICT,"MICT, Inc.",0.92,$10.13M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict,NASDAQ
MPB,Mid Penn Bancorp,25.6,$216.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb,NASDAQ
MTP,Midatech Pharma PLC,1.3601,$278.41M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp,NASDAQ
MCEP,"Mid-Con Energy Partners, LP",0.4072,$12.54M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep,NASDAQ
MBCN,Middlefield Banc Corp.,39.5,$128.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn,NASDAQ
MSEX,Middlesex Water Company,60.89,$1B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex,NASDAQ
MSBI,"Midland States Bancorp, Inc.",25.58,$615.54M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi,NASDAQ
MSVB,"Mid-Southern Bancorp, Inc.",12.76,$45.49M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb,NASDAQ
MOFG,"MidWestOne Financial Group, Inc.",27.87,$453.23M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg,NASDAQ
MIST,Milestone Pharmaceuticals Inc.,22.19,$543.05M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mist,NASDAQ
MLND,"Millendo Therapeutics, Inc. ",12.7,$170M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd,NASDAQ
TIGO,Millicom International Cellular S.A.,52.74,$5.33B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo,NASDAQ
MIME,Mimecast Limited,46.08,$2.83B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime,NASDAQ
MNDO,MIND C.T.I. Ltd.,2.16,$42.8M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo,NASDAQ
NERV,"Minerva Neurosciences, Inc",4.38,$170.93M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv,NASDAQ
MGEN,"Miragen Therapeutics, Inc.",2.35,$72.69M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen,NASDAQ
MRTX,"Mirati Therapeutics, Inc.",100.42,$3.62B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx,NASDAQ
MSON,"MISONIX, Inc.",24.38,$235.05M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson,NASDAQ
MIND,"Mitcham Industries, Inc.",3.94,$47.79M,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind,NASDAQ
MINDP,"Mitcham Industries, Inc.",24.535,$19.58M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp,NASDAQ
MITK,"Mitek Systems, Inc.",9.41,$374.96M,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk,NASDAQ
MKSI,"MKS Instruments, Inc.",71.86,$3.91B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi,NASDAQ
MMAC,"MMA Capital Holdings, Inc.",34.61,$203.66M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac,NASDAQ
MTC,"MMTec, Inc.",6.85,$137.48M,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc,NASDAQ
MINI,"Mobile Mini, Inc.",30.8,$1.39B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini,NASDAQ
MOBL,"MobileIron, Inc.",5.71,$620.8M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl,NASDAQ
MMDM,Modern Media Acquisition Corp.,10.655,$212.38M,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdm,NASDAQ
MMDMR,Modern Media Acquisition Corp.,0.22,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmr,NASDAQ
MMDMU,Modern Media Acquisition Corp.,10.7,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmu,NASDAQ
MMDMW,Modern Media Acquisition Corp.,0.25,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmw,NASDAQ
MRNA,"Moderna, Inc.",15.77,$5.19B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna,NASDAQ
MOGO,Mogo Finance Technology Inc.,3.35,$79.3M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo,NASDAQ
MWK,"Mohawk Group Holdings, Inc.",7.05,$123.66M,2019,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mwk,NASDAQ
MTEM,"Molecular Templates, Inc.",7.51,$276.14M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem,NASDAQ
MBRX,"Moleculin Biotech, Inc.",1.16,$52.42M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx,NASDAQ
MNTA,"Momenta Pharmaceuticals, Inc.",12.6,$1.24B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta,NASDAQ
MOMO,Momo Inc.,30.88,$6.4B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo,NASDAQ
MKGI,"Monaker Group, Inc.",3.21,$34.39M,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi,NASDAQ
MCRI,"Monarch Casino & Resort, Inc.",41.94,$754.32M,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri,NASDAQ
MDLZ,"Mondelez International, Inc.",54.75,$78.86B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz,NASDAQ
MGI,"Moneygram International, Inc.",1.45,$81.77M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi,NASDAQ
MDB,"MongoDB, Inc.",164.97,$9.13B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,NASDAQ
MNCL,Monocle Acquisition Corporation,9.9,$220.57M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mncl,NASDAQ
MNCLU,Monocle Acquisition Corporation,10.25,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclu,NASDAQ
MNCLW,Monocle Acquisition Corporation,0.34,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclw,NASDAQ
MPWR,"Monolithic Power Systems, Inc.",126.09,$5.43B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,NASDAQ
TYPE,Monotype Imaging Holdings Inc.,16.32,$675.21M,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type,NASDAQ
MNRO,"Monro, Inc. ",88.11,$2.92B,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro,NASDAQ
MRCC,Monroe Capital Corporation,11.46,$234.29M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc,NASDAQ
MRCCL,Monroe Capital Corporation,25.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl,NASDAQ
MNST,Monster Beverage Corporation,61.92,$33.66B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst,NASDAQ
MORN,"Morningstar, Inc.",144.42,$6.16B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn,NASDAQ
MOR,MorphoSys AG,24.66,$3.11B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor,NASDAQ
MOSY,"MoSys, Inc.",0.1898,$8.19M,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy,NASDAQ
MTFB,Motif Bio plc,0.822,$14.08M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb,NASDAQ
MTFBW,Motif Bio plc,0.0509,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw,NASDAQ
MPAA,"Motorcar Parts of America, Inc.",16.66,$313.36M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa,NASDAQ
MOTS,"Motus GI Holdings, Inc.",3.87,$83.01M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots,NASDAQ
MPVD,Mountain Province Diamonds Inc.,1.07,$224.82M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd,NASDAQ
MOXC,"Moxian, Inc.",2.33,$31.39M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc,NASDAQ
COOP,Mr. Cooper Group Inc.,7,$637.3M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop,NASDAQ
MSBF,MSB Financial Corp.,15.03,$80.66M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf,NASDAQ
MTBC,"MTBC, Inc.",4.67,$56.17M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc,NASDAQ
MTBCP,"MTBC, Inc.",27.45,$18.51M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp,NASDAQ
MTSC,MTS Systems Corporation,55.32,$993.24M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc,NASDAQ
MUDS,Mudrick Capital Acquisition Corporation,10.16,$264.16M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds,NASDAQ
MUDSU,Mudrick Capital Acquisition Corporation,10.47,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu,NASDAQ
MUDSW,Mudrick Capital Acquisition Corporation,0.48,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw,NASDAQ
LABL,Multi-Color Corporation,49.97,$1.03B,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl,NASDAQ
MBIO,"Mustang Bio, Inc.",3.78,$152.18M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio,NASDAQ
MFSF,MutualFirst Financial Inc.,30.77,$265.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf,NASDAQ
MVBF,MVB Financial Corp.,16.99,$197.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf,NASDAQ
MYSZ,"My Size, Inc.",0.6422,$19.19M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz,NASDAQ
MYL,Mylan N.V.,17.27,$8.9B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl,NASDAQ
MYND,"MYnd Analytics, Inc.",1.24,$15.75M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd,NASDAQ
MYNDW,"MYnd Analytics, Inc.",0.1,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw,NASDAQ
MYOK,"MyoKardia, Inc.",47.83,$2.2B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok,NASDAQ
MYOS,MYOS RENS Technology Inc.,1.3647,$12.52M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos,NASDAQ
MYRG,"MYR Group, Inc.",33.6,$558.1M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg,NASDAQ
MYGN,"Myriad Genetics, Inc.",24.76,$1.82B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn,NASDAQ
NBRV,Nabriva Therapeutics plc,2.07,$150.19M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv,NASDAQ
NAKD,Naked Brand Group Limited,0.2799,$16.65M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd,NASDAQ
NNDM,Nano Dimension Ltd.,0.4988,$17.8M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm,NASDAQ
NANO,Nanometrics Incorporated,32.55,$798.6M,1984,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano,NASDAQ
NSTG,"NanoString Technologies, Inc.",26.42,$925.95M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg,NASDAQ
NAOV,"NanoVibronix, Inc.",3.95,$16.25M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov,NASDAQ
NH,"NantHealth, Inc.",0.568,$62.44M,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh,NASDAQ
NK,"NantKwest, Inc.",1.04,$102.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk,NASDAQ
NSSC,"NAPCO Security Technologies, Inc.",31.02,$573.09M,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc,NASDAQ
NDAQ,"Nasdaq, Inc.",95.17,$15.77B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq,NASDAQ
NTRA,"Natera, Inc.",25.34,$1.76B,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra,NASDAQ
NATH,"Nathan&#39;s Famous, Inc.",67.57,$284.52M,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath,NASDAQ
NKSH,"National Bankshares, Inc.",38.15,$248.19M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh,NASDAQ
FIZZ,National Beverage Corp.,45.01,$2.1B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz,NASDAQ
NCMI,"National CineMedia, Inc.",6.48,$511.71M,2007,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi,NASDAQ
NESR,National Energy Services Reunited Corp.,7.73,$671.71M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr,NASDAQ
NESRW,National Energy Services Reunited Corp.,0.79,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw,NASDAQ
NGHC,National General Holdings Corp,23.97,$2.71B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc,NASDAQ
NGHCN,National General Holdings Corp,24.2408,$4.85M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn,NASDAQ
NGHCO,National General Holdings Corp,24.34,$4.02M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco,NASDAQ
NGHCP,National General Holdings Corp,24.7,$54.34M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp,NASDAQ
NGHCZ,National General Holdings Corp,25.48,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz,NASDAQ
NHLD,National Holdings Corporation,2.75,$35.47M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld,NASDAQ
NHLDW,National Holdings Corporation,0.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw,NASDAQ
NATI,National Instruments Corporation,39.83,$5.25B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati,NASDAQ
NRC,National Research Corporation,53.39,$1.33B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc,NASDAQ
NSEC,"National Security Group, Inc.",11.78,$29.77M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec,NASDAQ
EYE,"National Vision Holdings, Inc.",30.48,$2.38B,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye,NASDAQ
NWLI,"National Western Life Group, Inc.",265.61,$965.76M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli,NASDAQ
NAII,"Natural Alternatives International, Inc.",12.16,$88.27M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii,NASDAQ
NHTC,Natural Health Trends Corp.,8.46,$94.97M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc,NASDAQ
NATR,"Nature&#39;s Sunshine Products, Inc.",9.02,$173.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr,NASDAQ
BABY,Natus Medical Incorporated,23.59,$802.2M,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/baby,NASDAQ
JSM,Navient Corporation,21.16,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm,NASDAQ
NAVI,Navient Corporation,13.12,$3.14B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/navi,NASDAQ
NMCI,Navios Maritime Containers L.P.,1.95,$67.48M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmci,NASDAQ
NBTB,NBT Bancorp Inc.,36.59,$1.6B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbtb,NASDAQ
NCSM,"NCS Multistage Holdings, Inc.",2.87,$133.94M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm,NASDAQ
NEBU,Nebula Acquisition Corporation,10.1,$347.19M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebu,NASDAQ
NEBUU,Nebula Acquisition Corporation,10.3001,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuu,NASDAQ
NEBUW,Nebula Acquisition Corporation,0.95,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/nebuw,NASDAQ
NKTR,Nektar Therapeutics,33.7,$5.87B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr,NASDAQ
NMRD,Nemaura Medical Inc.,0.86,$178.58M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd,NASDAQ
NEOG,Neogen Corporation,62.23,$3.24B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/neog,NASDAQ
NEO,"NeoGenomics, Inc.",24.1,$2.3B,n/a,Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo,NASDAQ
NTGN,"Neon Therapeutics, Inc.",4.96,$140.52M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn,NASDAQ
NEON,Neonode Inc.,2.95,$25.96M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/neon,NASDAQ
NEOS,"Neos Therapeutics, Inc.",1.36,$67.62M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/neos,NASDAQ
NVCN,Neovasc Inc.,0.5385,$38.05M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcn,NASDAQ
NEPT,Neptune Wellness Solutions Inc.,4.32,$351.33M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nept,NASDAQ
UEPS,"Net 1 UEPS Technologies, Inc.",3.47,$197.15M,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps,NASDAQ
NETE,"Net Element, Inc.",3.88,$15.96M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete,NASDAQ
NTAP,"NetApp, Inc.",60.14,$14.85B,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap,NASDAQ
NTES,"NetEase, Inc.",263.75,$33.75B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ntes,NASDAQ
NFLX,"Netflix, Inc.",350.62,$153.3B,2002,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/nflx,NASDAQ
NTGR,"NETGEAR, Inc.",25.58,$805.56M,2003,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ntgr,NASDAQ
NTCT,"NetScout Systems, Inc.",24.31,$1.88B,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct,NASDAQ
NTWK,NetSol Technologies Inc.,6,$70.04M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk,NASDAQ
CUR,"Neuralstem, Inc.",0.36,$7.2M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cur,NASDAQ
NBIX,"Neurocrine Biosciences, Inc.",86.02,$7.85B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix,NASDAQ
NURO,"NeuroMetrix, Inc.",0.535,$4.72M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuro,NASDAQ
NUROW,"NeuroMetrix, Inc.",0.0359,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nurow,NASDAQ
STIM,"Neuronetics, Inc.",11.48,$210.18M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/stim,NASDAQ
NTRP,"Neurotrope, Inc.",6.36,$82.35M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp,NASDAQ
NBEV,New Age Beverages Corporation,4.59,$346.05M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/nbev,NASDAQ
NFE,New Fortress Energy LLC,10.22,$1.72B,2019,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfe,NASDAQ
NYMT,"New York Mortgage Trust, Inc.",6.29,$1.33B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymt,NASDAQ
NYMTN,"New York Mortgage Trust, Inc.",24.56,$132.62M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymtn,NASDAQ
NYMTO,"New York Mortgage Trust, Inc.",24.89,$89.6M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto,NASDAQ
NYMTP,"New York Mortgage Trust, Inc.",24.54,$73.62M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nymtp,NASDAQ
NEWA,"Newater Technology, Inc.",5.1758,$55.95M,2017,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/newa,NASDAQ
NWL,Newell Brands Inc.,14.54,$6.15B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl,NASDAQ
NLNK,NewLink Genetics Corporation,1.53,$57.03M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nlnk,NASDAQ
NMRK,"Newmark Group, Inc.",8.47,$1.51B,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/nmrk,NASDAQ
NWS,News Corporation,12.61,$7.38B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nws,NASDAQ
NWSA,News Corporation,12.24,$7.16B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nwsa,NASDAQ
NEWT,Newtek Business Services Corp.,22.5,$430.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newt,NASDAQ
